IdFuncionario,NomeCompleto,DataNascimento,CPF,Sexo,SalarioBruto,Cargo,idSetor,Setor,Ramal
5833,Ana Clara Pereira,2003-12-07,325.071.252-33,Feminino,1504.01,Especialista de Bancário,5833,RH,6833
5834,Sarah Ornelas,2007-05-21,643.811.655-60,Feminino,5689.96,Orquestrador de Contabilidade,5834,Markting,6834
5835,Isis Camacho,1996-07-28,326.821.732-09,Feminino,5546.31,Coordenador de Bancário,5835,RH,6835
5836,Joana Assumpção,1969-09-09,435.675.162-05,Feminino,2480.80,Facilitador de Mineração,5836,TI,6836
5837,Mariana Ximenes,1984-06-26,785.444.246-00,Feminino,4277.33,Contato de Industrial,5837,Markting,6837
5838,João Ramos,1961-08-02,465.818.662-45,Masculino,16010.40,Diretor de Legal,5838,Markting,6838
5839,João Guilherme Bernardes,1974-11-29,311.802.637-58,Masculino,2222.76,Designer de Vendas,5839,Financeiro,6839
5840,Augusto Galego,1999-05-08,231.650.372-13,Masculino,3963.40,Executivo de Legal,5840,RH,6840
5841,Heitor Ornelas,1994-05-02,725.587.480-09,Masculino,5897.16,Estrategista de Industrial,5841,Markting,6841
5842,Rafaela Silveira,1999-04-09,336.715.004-50,Feminino,5252.60,Administrador de Propaganda,5842,RH,6842
5843,Isabella Simões,1971-03-12,454.762.617-02,Feminino,4995.60,Oficial de Propaganda,5843,TI,6843
5844,Fernando da Barranca,1991-11-03,487.157.848-86,Masculino,1794.20,Orquestrador de Agricultura,5844,RH,6844
5845,Fabrícia dos Reis,1989-03-15,033.487.457-21,Feminino,3504.97,Contato de Administração,5845,RH,6845
5846,Arthur Moraes,1991-05-26,484.526.123-54,Masculino,4695.19,Supervisor de Marketing,5846,Markting,6846
5847,Adriana Mendanha,2000-06-03,060.220.656-15,Feminino,4146.03,Supervisor de Legal,5847,Vendas,6847
5848,Yango Crespo,1984-03-08,024.318.688-69,Masculino,5470.01,Facilitador de Mineração,5848,Markting,6848
5849,Yasmin Nogueira,1994-05-11,456.801.465-41,Feminino,4750.95,Estrategista de Educação,5849,Vendas,6849
5850,Bruna Vieira,1996-09-28,180.822.080-31,Feminino,4595.23,Analista de Bancário,5850,Vendas,6850
5851,Júlia Braga,1981-09-20,237.344.638-31,Feminino,4493.66,Consultor de Administração,5851,RH,6851
5852,Luiz Henrique da Mota,1992-09-12,453.006.850-11,Masculino,5565.15,Facilitador de Bancário,5852,TI,6852
5853,Meire Vimaranes,1968-12-08,702.178.012-50,Feminino,4467.05,Analista de Bancário,5853,Markting,6853
5854,Heitor de Lins,1975-10-22,315.851.625-07,Masculino,4151.10,Desenvolvedor de Legal,5854,RH,6854
5855,Ana Clara Araújo,2001-08-05,005.085.750-95,Feminino,1852.81,Engenheiro de Contabilidade,5855,Financeiro,6855
5856,Felipe Pinheira,1997-05-14,311.260.310-97,Masculino,2599.68,Supervisor de Vendas,5856,Vendas,6856
5857,Isaac Rolim,1976-02-22,016.258.531-49,Masculino,5175.15,Representante de Administração,5857,Financeiro,6857
5858,Joaquim Dantas,2002-12-08,732.518.876-53,Masculino,5675.84,Facilitador de Tecnologia,5858,TI,6858
5859,Cecília Banheira,1966-07-01,411.357.461-84,Feminino,2447.33,Analista de Vendas,5859,RH,6859
5860,Tertuliano Bernardes,1989-05-22,411.480.175-85,Masculino,39388.02,Diretor de Vendas,5860,Vendas,6860
5861,Sirineu Dorneles,1962-08-26,216.803.473-73,Masculino,1736.01,Consultor de Legal,5861,Financeiro,6861
5862,Pablo Rolim,1985-05-06,670.365.615-05,Masculino,4837.54,Associado de Educação,5862,Vendas,6862
5863,Kaique da Madureira,1988-09-22,547.062.356-42,Masculino,2038.08,Desenvolvedor de Governamental,5863,Markting,6863
5864,Alícia da Gama,1976-03-06,531.046.444-11,Feminino,2639.66,Analista de Mineração,5864,TI,6864
5865,Gael Ribas,1985-01-29,458.113.735-70,Masculino,2692.89,Facilitador de Contabilidade,5865,TI,6865
5866,Igor Pinheira,1995-12-10,278.442.558-46,Masculino,2371.34,Especialista de Hospitalidade,5866,RH,6866
5867,Oliver Mendes,1963-09-18,775.220.374-25,Masculino,1508.90,Consultor de Propaganda,5867,TI,6867
5868,Luana Braga,1983-06-26,178.634.287-18,Feminino,4638.24,Supervisor de Tecnologia,5868,TI,6868
5869,Bento Brum,1964-11-16,361.464.333-65,Masculino,2874.85,Técnico de Industrial,5869,Markting,6869
5870,Sara Lobos,1987-01-08,120.742.676-81,Feminino,4156.25,Especialista de Imobiliária,5870,Vendas,6870
5871,Bruno Munhoz,1999-06-27,673.882.838-11,Masculino,24325.13,Gerente de Contabilidade,5871,TI,6871
5872,Maria Fernanda Castanho,1978-01-15,011.578.556-60,Feminino,3406.78,Associado de Contabilidade,5872,TI,6872
5873,Theo Simões,1971-10-28,537.414.840-08,Masculino,5944.68,Designer de Design,5873,Vendas,6873
5874,Ana Cecília Castelo,1967-08-30,821.154.808-99,Feminino,5680.13,Técnico de Legal,5874,RH,6874
5875,Joana Nunes,1982-11-30,466.451.508-14,Feminino,2445.09,Representante de Serviços Comunitários,5875,Markting,6875
5876,Emanuel Gabeira,1998-01-05,347.628.630-41,Masculino,3936.76,Executivo de Tecnologia,5876,Vendas,6876
5877,Calebe Álvares,1978-01-31,888.617.861-11,Masculino,40817.42,Diretor de Administração,5877,Vendas,6877
5878,Bianca Martins,1995-01-26,230.006.240-23,Feminino,3792.39,Engenheiro de TI,5878,TI,6878
5879,Maria Vitória Braga,1967-07-08,587.555.236-09,Feminino,34462.31,Gerente de Industrial,5879,TI,6879
5880,Emanuel Marins,1975-04-22,212.037.656-57,Masculino,24272.53,Gerente de Agricultura,5880,Vendas,6880
5881,Mirella Rameira,1962-08-26,602.184.252-95,Feminino,5959.39,Orquestrador de Hospitalidade,5881,Markting,6881
5882,Mércia Geraldes,1999-07-03,652.144.736-05,Feminino,5911.36,Consultor de Educação,5882,Vendas,6882
5883,Laura Antena,1967-06-17,747.627.284-62,Feminino,1526.40,Especialista de Construção,5883,Vendas,6883
5884,Fábio Crespo,1971-11-20,702.615.125-87,Masculino,3436.21,Engenheiro de Bancário,5884,TI,6884
5885,Emilly Brum,1978-03-30,271.426.148-54,Feminino,5686.08,Estrategista de Mineração,5885,Vendas,6885
5886,Alice Melo,1974-07-15,301.332.041-97,Feminino,4935.72,Contato de Legal,5886,Vendas,6886
5887,Adriana Rodrigues,1997-05-12,878.473.348-95,Feminino,2990.77,Técnico de Serviços Comunitários,5887,Financeiro,6887
5888,Maria Alice Simões,1992-10-11,110.045.001-73,Feminino,17717.77,Gerente de Varejo,5888,TI,6888
5889,Roberta Pedroso,1975-08-26,306.116.136-89,Feminino,5236.25,Facilitador de Legal,5889,TI,6889
5890,Ígor Raia,1985-02-28,487.472.781-61,Masculino,4833.50,Orquestrador de Agricultura,5890,Markting,6890
5891,Núbia Castelo,1979-09-04,355.763.148-67,Feminino,3234.74,Assistente de Contabilidade,5891,Markting,6891
5892,Gustavo Velasques,1965-05-11,287.787.757-44,Masculino,4464.11,Especialista de Saúde,5892,RH,6892
5893,Luiza Alves,1969-08-31,565.116.406-55,Feminino,5234.93,Estrategista de Imobiliária,5893,RH,6893
5894,Márcio Martim,1991-03-26,478.081.802-89,Masculino,5264.22,Engenheiro de Varejo,5894,RH,6894
5895,Sophie de Assunção,1996-01-24,178.666.606-54,Feminino,3246.46,Planejador de TI,5895,Financeiro,6895
5896,Ana Lívia Brum,1971-02-11,026.075.755-16,Feminino,3911.11,Engenheiro de Saúde,5896,Vendas,6896
5897,Breno Camacho,1975-11-17,685.125.357-76,Masculino,1479.52,Executivo de Governamental,5897,Markting,6897
5898,Pedro Tobias Gabeira,1977-11-24,628.874.242-20,Masculino,2048.53,Administrador de TI,5898,Markting,6898
5899,Ana Beatriz Oliveira,2002-12-08,103.063.453-07,Feminino,2211.17,Analista de Agricultura,5899,Financeiro,6899
5900,Maria Júlia Carneiro,1987-05-02,738.360.858-52,Feminino,3073.33,Designer de Tecnologia,5900,RH,6900
5901,Davi Luiz de Quadros,2007-04-13,374.765.222-06,Masculino,5468.97,Facilitador de Bancário,5901,TI,6901
5902,Yango Corte,2000-04-10,473.644.516-50,Masculino,1427.04,Analista de Imobiliária,5902,TI,6902
5903,Luna Bouças,1978-08-11,102.542.607-05,Feminino,4589.36,Administrador de Consultoria,5903,Financeiro,6903
5904,Thiago Lima,2006-09-03,544.258.777-05,Masculino,4195.43,Especialista de Marketing,5904,Markting,6904
5905,Hugo Ximenes,1983-08-13,058.084.520-66,Masculino,2873.00,Fabricante de Governamental,5905,Markting,6905
5906,Ana Luiza da Cruz,1986-02-20,141.333.425-34,Feminino,1995.64,Fabricante de Consultoria,5906,TI,6906
5907,Pedro Henrique Modesto,1971-05-03,540.101.665-41,Masculino,4129.74,Coordenador de Marketing,5907,Vendas,6907
5908,João Pedro Conceição,2006-09-11,781.774.373-80,Masculino,3498.11,Técnico de Hospitalidade,5908,Vendas,6908
5909,Ana Laura Parreira,1989-03-31,751.688.527-42,Feminino,5044.19,Engenheiro de Industrial,5909,Financeiro,6909
5910,João Arriaga,1979-06-29,582.650.061-10,Masculino,4373.23,Associado de TI,5910,TI,6910
5911,Helena Figueira,1991-08-29,621.274.361-48,Feminino,3091.44,Executivo de Serviços Comunitários,5911,TI,6911
5912,Lara Ramalho,1962-12-12,231.468.450-83,Feminino,4108.93,Designer de Governamental,5912,RH,6912
5913,Lorenzo Oliveira,2005-02-26,053.146.867-40,Masculino,2994.11,Representante de Contabilidade,5913,Financeiro,6913
5914,Amanda Coutinho,1968-12-19,843.045.873-58,Feminino,5600.57,Coordenador de Contabilidade,5914,RH,6914
5915,Carolina de Quadros,1988-06-05,434.648.400-00,Feminino,8978.79,Gerente de Vendas,5915,RH,6915
5916,Alice Matoso,1981-06-22,435.808.518-02,Feminino,5143.41,Analista de Construção,5916,Financeiro,6916
5917,Aline Veloso,1972-09-09,062.375.560-28,Feminino,5518.53,Representante de Design,5917,TI,6917
5918,Ígor Ramires,1985-08-21,064.131.866-90,Masculino,1443.65,Orquestrador de Marketing,5918,TI,6918
5919,Sara Moura,1984-06-20,017.460.077-10,Feminino,28776.55,Gerente de Consultoria,5919,Financeiro,6919
5920,João Samuel Gomide,1993-11-08,777.078.753-03,Masculino,4650.74,Designer de Imobiliária,5920,Financeiro,6920
5921,Helena Peres,1968-06-16,108.858.021-10,Feminino,23114.11,Gerente de Mineração,5921,Vendas,6921
5922,Isadora Domingues,1975-06-04,721.574.611-91,Feminino,5136.75,Desenvolvedor de Bancário,5922,Vendas,6922
5923,Feliciano Meireles,1974-11-22,743.665.610-42,Masculino,24648.06,Gerente de Design,5923,RH,6923
5924,Norberto Bonfim,1978-12-05,183.234.451-76,Masculino,4844.17,Orquestrador de Mineração,5924,Vendas,6924
5925,Ana Amoreira,1989-03-06,847.610.200-32,Feminino,5004.46,Fabricante de Educação,5925,TI,6925
5926,Mércia Bonfim,1982-07-31,733.755.280-78,Feminino,4540.72,Executivo de Contabilidade,5926,RH,6926
5927,Breno Rameira,2004-10-06,570.561.478-01,Masculino,4798.51,Coordenador de Serviços Comunitários,5927,RH,6927
5928,Esther da Terra,1992-07-29,281.017.765-16,Feminino,4183.96,Representante de Varejo,5928,Markting,6928
5929,Hugo Oliveira,1961-09-13,433.801.046-04,Masculino,22714.20,Gerente de Bancário,5929,Markting,6929
5930,Henrique Muniz,1983-03-16,327.327.565-04,Masculino,2405.68,Contato de Administração,5930,Vendas,6930
5931,Guilherme Braga,1968-10-29,777.213.204-29,Masculino,4326.49,Desenvolvedor de Hospitalidade,5931,Vendas,6931
5932,Anthony Negrão,1987-05-01,713.351.072-31,Masculino,2575.44,Associado de Saúde,5932,Financeiro,6932
5933,Djalma Xavier,1965-03-18,411.561.540-06,Masculino,5324.71,Planejador de Saúde,5933,Vendas,6933
5934,Kauê Alves,1968-11-07,754.655.068-81,Masculino,4542.52,Fabricante de Construção,5934,Financeiro,6934
5935,João Miguel Matoso,1972-02-19,630.376.125-92,Masculino,5181.32,Coordenador de TI,5935,Financeiro,6935
5936,Vinícius Ornelas,1977-12-17,115.876.422-71,Masculino,4052.72,Representante de Mineração,5936,Markting,6936
5937,Pietro da Luz,2007-08-03,556.857.310-78,Masculino,1846.87,Associado de Bancário,5937,RH,6937
5938,Enrico Sales,1982-02-12,273.524.550-00,Masculino,2665.63,Supervisor de Varejo,5938,Vendas,6938
5939,Júlia Carvalho,2007-11-19,341.563.724-72,Feminino,17203.56,Diretor de TI,5939,TI,6939
5940,Núbia Silveira,1964-04-21,300.254.671-23,Feminino,4100.37,Contato de TI,5940,Markting,6940
5941,Isabella Solimões,1997-10-14,063.156.864-60,Feminino,3439.87,Contato de Industrial,5941,Vendas,6941
5942,Marli Jaques,1990-05-18,865.845.088-03,Feminino,1582.38,Coordenador de TI,5942,TI,6942
5943,Elisa Longuinho,1984-02-10,003.177.886-04,Feminino,5537.29,Oficial de Educação,5943,Vendas,6943
5944,Ana Ribas,1973-06-03,672.571.154-51,Feminino,4284.19,Especialista de Legal,5944,Vendas,6944
5945,Marli Simão,1970-02-01,848.716.473-07,Feminino,4005.22,Engenheiro de Saúde,5945,Financeiro,6945
5946,Ian Fontinhas,1970-08-17,202.068.343-14,Masculino,1466.20,Associado de Hospitalidade,5946,RH,6946
5947,Gael Regueira,2006-02-14,734.363.482-87,Masculino,2005.39,Consultor de Saúde,5947,Vendas,6947
5948,Kléber da Fontoura,1997-08-08,883.618.688-28,Masculino,4767.81,Arquiteto de Mineração,5948,TI,6948
5949,Núbia Melo,1982-12-24,675.247.157-65,Feminino,4859.04,Fabricante de Hospitalidade,5949,Markting,6949
5950,Vicente Ferraço,1980-04-27,615.334.548-41,Masculino,4738.88,Fabricante de Serviços Comunitários,5950,Markting,6950
5951,Anthony Rêgo,1965-12-25,320.646.853-16,Masculino,2168.29,Desenvolvedor de Construção,5951,Financeiro,6951
5952,Elisa Veloso,1988-03-20,510.005.815-35,Feminino,1955.86,Consultor de Saúde,5952,Markting,6952
5953,Giulia Raia,2005-10-16,815.477.438-08,Feminino,3416.35,Orquestrador de Saúde,5953,Vendas,6953
5954,Ofélia Ramos,1983-08-19,673.474.747-60,Feminino,5087.84,Consultor de Consultoria,5954,Markting,6954
5955,Yango Galvão,1965-04-19,176.467.505-30,Masculino,2500.49,Representante de Marketing,5955,Financeiro,6955
5956,Lucas Gabriel Pinto,2006-06-26,016.102.760-19,Masculino,4135.72,Estrategista de Governamental,5956,Markting,6956
5957,Vitória Laranjeira,1971-03-13,515.051.135-80,Feminino,2278.34,Executivo de Design,5957,Financeiro,6957
5958,Henry Ximenes,1969-08-11,838.502.107-82,Masculino,1599.21,Orquestrador de Contabilidade,5958,Financeiro,6958
5959,Rodrigo Castanheira,1987-09-17,028.752.058-70,Masculino,5774.48,Facilitador de Mineração,5959,RH,6959
5960,Nataniel Veloso,1991-04-10,213.438.052-79,Masculino,3048.86,Engenheiro de Industrial,5960,Financeiro,6960
5961,Malu Farias,1987-12-23,522.453.253-11,Feminino,1652.12,Supervisor de TI,5961,Markting,6961
5962,Clarice Gonçalves,1985-12-24,731.771.113-67,Feminino,5642.53,Planejador de Legal,5962,TI,6962
5963,Rafaela Almeida,1984-02-15,488.018.107-25,Feminino,4018.19,Contato de Contabilidade,5963,TI,6963
5964,Ryan Rolim,1981-07-09,003.522.403-77,Masculino,2669.86,Representante de Governamental,5964,Markting,6964
5965,Meire Pereira,1989-07-07,847.087.237-09,Feminino,4685.59,Especialista de Legal,5965,Vendas,6965
5966,Letícia Grotas,1974-11-21,606.650.753-24,Feminino,3315.46,Planejador de Bancário,5966,Markting,6966
5967,Theo Modesto,1996-02-25,837.305.484-76,Masculino,23965.73,Diretor de Industrial,5967,TI,6967
5968,João Felipe Hermingues,1971-08-15,585.440.744-21,Masculino,16922.04,Diretor de Construção,5968,RH,6968
5969,Ana Laura Silveira,1977-10-26,102.655.067-00,Feminino,2228.50,Executivo de Marketing,5969,Markting,6969
5970,Giulia da Bandeira,1977-12-12,352.342.303-17,Feminino,4770.10,Analista de Construção,5970,Markting,6970
5971,Nataniel Mangueira,1990-11-30,644.460.707-89,Masculino,4060.08,Facilitador de Mineração,5971,TI,6971
5972,Vinicius Santana,2001-12-14,777.003.700-01,Masculino,5415.75,Associado de Industrial,5972,RH,6972
5973,João Samuel de Lins,1977-08-13,052.511.306-19,Masculino,3179.06,Administrador de Administração,5973,Markting,6973
5974,Felícia Coqueiro,2007-02-11,688.210.605-35,Feminino,18906.34,Diretor de Agricultura,5974,Financeiro,6974
5975,Enzo Thiago Araújo,1971-09-23,048.405.446-54,Masculino,3848.67,Engenheiro de Hospitalidade,5975,TI,6975
5976,Ana Laura da Bandeira,1990-02-23,456.216.515-45,Feminino,1906.64,Engenheiro de Educação,5976,Markting,6976
5977,Malu Solimões,2007-02-01,000.524.526-54,Feminino,4504.73,Agente de Saúde,5977,Vendas,6977
5978,Henry Henriques,1984-06-11,530.756.438-40,Masculino,14365.09,Diretor de Propaganda,5978,Markting,6978
5979,Camila Muniz,1962-08-13,785.586.801-16,Feminino,5527.53,Orquestrador de Contabilidade,5979,Financeiro,6979
5980,Enzo Fogaça,1987-09-16,110.325.121-05,Masculino,4372.41,Consultor de Consultoria,5980,Markting,6980
5981,Louise Cabreira,1984-03-02,025.352.662-02,Feminino,4097.61,Oficial de Consultoria,5981,Markting,6981
5982,Sirineu Santana,1984-08-22,800.226.733-85,Masculino,17307.38,Gerente de Contabilidade,5982,Markting,6982
5983,Elisa Grotas,1978-11-03,346.648.587-87,Feminino,4719.73,Designer de Varejo,5983,Vendas,6983
5984,Maria Eduarda Barreto,1967-06-06,277.870.356-09,Feminino,2644.25,Técnico de Hospitalidade,5984,Vendas,6984
5985,Luiz Otávio Siqueira,1970-02-13,320.843.042-61,Masculino,2701.32,Desenvolvedor de Hospitalidade,5985,Financeiro,6985
5986,Maria Júlia Rios,1996-07-24,512.455.142-96,Feminino,2562.46,Coordenador de Saúde,5986,Markting,6986
5987,Fernanda Arriaga,1997-02-09,058.388.637-06,Feminino,3275.82,Planejador de Construção,5987,Financeiro,6987
5988,Lorena Lopes,2005-08-31,133.156.527-83,Feminino,2738.39,Orquestrador de Construção,5988,TI,6988
5989,Alícia Brites,1992-04-12,131.551.123-10,Feminino,14233.72,Diretor de Design,5989,Markting,6989
5990,Noah da Paz,1974-12-18,277.763.523-49,Masculino,5806.11,Engenheiro de Contabilidade,5990,Vendas,6990
5991,Aurora Albuquerque,1964-05-14,167.107.487-40,Feminino,2942.60,Contato de Tecnologia,5991,RH,6991
5992,Anthony Viana,2000-01-16,262.200.311-05,Masculino,5959.11,Fabricante de Saúde,5992,TI,6992
5993,Carlos Eduardo Diegues,2005-07-14,413.815.733-63,Masculino,16837.60,Gerente de Design,5993,TI,6993
5994,Davi Lucas Meira,2000-08-21,320.450.748-38,Masculino,4029.26,Orquestrador de Industrial,5994,TI,6994
5995,Lívia Duarte,1983-01-09,440.738.875-72,Feminino,3712.08,Administrador de Design,5995,RH,6995
5996,Pietra Costa,2001-03-21,176.104.164-95,Feminino,1573.66,Associado de Hospitalidade,5996,Financeiro,6996
5997,Sirineu Garcez,1965-08-22,073.174.385-70,Masculino,19797.57,Gerente de Hospitalidade,5997,RH,6997
5998,Luan Gentil,2007-04-02,828.066.251-06,Masculino,2797.12,Oficial de Propaganda,5998,Markting,6998
5999,Miguel Teles,1973-02-19,127.867.136-68,Masculino,4313.29,Oficial de Construção,5999,Markting,6999
6000,Felícia Geraldes,1980-04-24,553.860.432-26,Feminino,3173.79,Engenheiro de Industrial,6000,Financeiro,7000
6001,Djalma Ornelas,2001-12-25,773.660.668-42,Masculino,4416.39,Técnico de Governamental,6001,Financeiro,7001
6002,Giulia Ouriques,1990-07-31,723.475.526-86,Feminino,3450.40,Fabricante de Legal,6002,RH,7002
6003,Lorena Barroso,1985-04-29,830.752.033-94,Feminino,2359.36,Coordenador de Industrial,6003,RH,7003
6004,Larissa Teles,1968-12-22,607.382.612-54,Feminino,2902.84,Assistente de Industrial,6004,Markting,7004
6005,Malu Viveiros,1997-09-21,023.347.412-99,Feminino,3621.95,Técnico de Tecnologia,6005,Vendas,7005
6006,Noah da Silva,1999-06-17,074.138.744-15,Masculino,3285.25,Coordenador de Marketing,6006,Markting,7006
6007,Fabrício Dantas,2000-07-25,687.320.558-38,Masculino,4591.55,Assistente de TI,6007,TI,7007
6008,Vitor Meira,1990-11-07,165.776.876-76,Masculino,2676.90,Arquiteto de Design,6008,RH,7008
6009,Feliciano da Terra,1962-09-26,244.772.043-29,Masculino,1891.90,Executivo de Construção,6009,Financeiro,7009
6010,José Batista,1968-08-15,500.345.200-40,Masculino,2119.77,Coordenador de Saúde,6010,Markting,7010
6011,Benjamin Dorneles,1965-08-06,423.727.554-04,Masculino,5556.85,Orquestrador de Imobiliária,6011,Markting,7011
6012,Mariah Louzada,1971-10-17,237.710.453-39,Feminino,2482.18,Especialista de Governamental,6012,Financeiro,7012
6013,Isabel Amoreira,1992-06-01,827.845.250-40,Feminino,3750.30,Executivo de Propaganda,6013,Vendas,7013
6014,Ladislau Ouriques,1979-05-07,621.637.517-24,Masculino,20797.03,Gerente de Educação,6014,Financeiro,7014
6015,Lívia Fontes,1961-11-07,635.173.573-40,Feminino,2160.33,Técnico de Consultoria,6015,TI,7015
6016,Anthony Galvão,2006-04-17,767.021.187-32,Masculino,4484.20,Facilitador de Marketing,6016,Financeiro,7016
6017,Antônio da Luz,1987-10-14,568.027.554-67,Masculino,5344.84,Agente de Agricultura,6017,RH,7017
6018,Pérola da Gama,1973-03-04,481.866.723-46,Feminino,11788.13,Gerente de Marketing,6018,TI,7018
6019,Júlia Freitas,1996-05-25,778.660.243-75,Feminino,2864.74,Representante de Hospitalidade,6019,TI,7019
6020,Francisco da Mata,2005-06-11,740.116.275-00,Masculino,2477.16,Técnico de Saúde,6020,Markting,7020
6021,Luiza Neves,1967-09-29,038.074.524-00,Feminino,3314.94,Associado de Hospitalidade,6021,RH,7021
6022,Maria Isis Reis,1999-04-26,032.452.404-81,Feminino,1764.43,Especialista de Agricultura,6022,RH,7022
6023,Valentina Ribas,1979-09-03,075.030.728-57,Feminino,5138.09,Facilitador de Propaganda,6023,Vendas,7023
6024,Luiz Gustavo Casqueira,1964-10-30,457.120.734-47,Masculino,14624.02,Gerente de Design,6024,Markting,7024
6025,Fábio de Sá,1977-09-01,357.766.023-60,Masculino,2793.84,Oficial de Varejo,6025,TI,7025
6026,Emanuelly Vasques,1977-11-01,222.386.226-83,Feminino,3031.19,Representante de Educação,6026,Markting,7026
6027,Felipe da Cruz,1989-03-20,131.405.301-96,Masculino,1725.41,Supervisor de Vendas,6027,Vendas,7027
6028,Luiz Otávio Meira,1981-03-11,744.107.457-60,Masculino,5422.00,Agente de Educação,6028,Financeiro,7028
6029,Francisco Guedes,1988-06-15,633.178.728-37,Masculino,5765.74,Agente de Mineração,6029,TI,7029
6030,Laura Alves,1991-02-18,282.503.348-09,Feminino,24414.45,Gerente de Imobiliária,6030,RH,7030
6031,Alessandra Albuquerque,1978-09-26,236.550.207-59,Feminino,25242.53,Diretor de Legal,6031,Vendas,7031
6032,Raul Cruz,1987-03-28,357.232.222-79,Masculino,5509.93,Especialista de Design,6032,Financeiro,7032
6033,Yasmin de Lins,1979-01-03,047.605.760-45,Feminino,4749.85,Executivo de Marketing,6033,TI,7033
6034,Noah Franco,1978-05-30,518.651.786-08,Masculino,2196.37,Representante de Imobiliária,6034,Vendas,7034
6035,Henry da Conceição,2001-02-20,044.434.340-70,Masculino,12244.12,Gerente de Saúde,6035,RH,7035
6036,César Siqueiro,1973-05-23,473.241.705-10,Masculino,4341.34,Assistente de Serviços Comunitários,6036,RH,7036
6037,Hugo Bernardes,1964-12-17,680.176.203-65,Masculino,23880.29,Gerente de Contabilidade,6037,Financeiro,7037
6038,Aline Resende,2005-01-30,017.808.857-92,Feminino,1799.03,Desenvolvedor de Tecnologia,6038,Markting,7038
6039,Ana Sophia Moreno,1971-05-25,822.072.586-96,Feminino,2418.32,Engenheiro de TI,6039,Markting,7039
6040,Leonardo Antena,2000-11-27,725.188.208-68,Masculino,3879.29,Coordenador de Tecnologia,6040,Markting,7040
6041,Ana Luiza Peres,2007-09-07,181.023.426-33,Feminino,3270.95,Orquestrador de Tecnologia,6041,RH,7041
6042,Dalila Silva,2003-11-26,015.860.610-89,Feminino,1772.33,Supervisor de Marketing,6042,RH,7042
6043,Maria Flor Hermingues,1966-06-06,364.167.453-05,Feminino,5604.89,Estrategista de Propaganda,6043,TI,7043
6044,Víctor Ambrósio,1987-12-20,088.555.325-02,Masculino,1560.56,Fabricante de Bancário,6044,Markting,7044
6045,Giulia Morais,1974-07-15,137.052.717-92,Feminino,1562.85,Contato de Consultoria,6045,Markting,7045
6046,Ofélia Aragão,1976-02-07,021.683.156-39,Feminino,3905.97,Técnico de Industrial,6046,TI,7046
6047,Roberto Monteira,1967-12-14,204.520.731-54,Masculino,2957.00,Administrador de Tecnologia,6047,TI,7047
6048,Catarina Oliveira,1994-10-08,387.254.251-61,Feminino,5252.69,Fabricante de Agricultura,6048,Financeiro,7048
6049,Paula da Fronteira,1980-09-13,724.865.588-02,Feminino,4393.07,Desenvolvedor de Legal,6049,TI,7049
6050,Marcela Farias,1976-06-04,020.467.231-71,Feminino,5665.83,Executivo de Agricultura,6050,Financeiro,7050
6051,Laura Galvão,1962-01-01,662.234.336-54,Feminino,5362.75,Executivo de Administração,6051,RH,7051
6052,Rafael Mendanha,2002-10-18,844.005.077-18,Masculino,1898.20,Executivo de Hospitalidade,6052,TI,7052
6053,Núbia Sales,1962-12-05,483.814.705-87,Feminino,2088.02,Orquestrador de Serviços Comunitários,6053,Markting,7053
6054,Maria Clara da Aldeia,1961-12-11,217.356.305-00,Feminino,2018.37,Consultor de Mineração,6054,TI,7054
6055,Rebeca Silveira,2005-03-20,737.725.817-90,Feminino,3058.83,Executivo de Propaganda,6055,Markting,7055
6056,Ana Laura da Rosa,1971-05-02,151.712.616-95,Feminino,2239.44,Designer de Design,6056,Markting,7056
6057,Cauã Batista,1981-07-13,443.412.881-72,Masculino,2741.67,Planejador de Hospitalidade,6057,Markting,7057
6058,Antonia Roriz,1999-05-29,116.446.884-76,Feminino,2998.69,Designer de TI,6058,Vendas,7058
6059,Marcos Rios,1966-05-26,888.758.853-89,Masculino,2399.11,Contato de Bancário,6059,RH,7059
6060,Sara Pires,1983-07-20,526.320.213-08,Feminino,10199.75,Gerente de Propaganda,6060,Markting,7060
6061,Alexandre Casqueira,1985-02-27,888.360.107-68,Masculino,3042.86,Consultor de Bancário,6061,Financeiro,7061
6062,Deneval Pimenta,1975-09-10,245.378.814-02,Masculino,2921.67,Arquiteto de Saúde,6062,Vendas,7062
6063,Davi Luca Quaresma,1992-12-14,432.381.664-25,Masculino,5290.09,Agente de Vendas,6063,Vendas,7063
6064,Gabriel Siqueiro,1986-11-27,182.816.113-67,Masculino,2428.99,Coordenador de Governamental,6064,RH,7064
6065,Liz Corte,1998-06-17,378.637.147-45,Feminino,38803.50,Diretor de Imobiliária,6065,TI,7065
6066,Maria Alice Diegues,1977-10-19,080.116.227-06,Feminino,1690.51,Arquiteto de Industrial,6066,Markting,7066
6067,Júlia Assumpção,1961-07-15,138.674.506-50,Feminino,2216.97,Orquestrador de Legal,6067,RH,7067
6068,Pedro Henrique Fontinhas,1971-08-24,233.328.070-05,Masculino,41857.46,Diretor de Consultoria,6068,Markting,7068
6069,Aline Moura,1979-05-08,768.716.826-78,Feminino,3872.60,Técnico de Governamental,6069,Financeiro,7069
6070,Matheus Roriz,1968-08-24,804.220.055-25,Masculino,4510.13,Executivo de TI,6070,RH,7070
